player_id,year,prize_usd,rank,annual_cost,balance,positive_balance
lh70,2023,3350,1134,107409,-104059,False
ml51,2023,3346,1135,107409,-104063,False
m0dw,2023,3342,1136,107409,-104067,False
mm67,2023,3338,1137,107409,-104071,False
w0e2,2023,3336,1138,107409,-104073,False
p0iz,2023,3330,1139,107409,-104079,False
b0p8,2023,3305,1140,107409,-104104,False
f0fh,2023,3296,1141,107409,-104113,False
m0tu,2023,3296,1141,107409,-104113,False
o0ap,2023,3284,1143,107409,-104125,False
c0b9,2023,3266,1144,107409,-104143,False
j468,2023,3260,1145,107409,-104149,False
x01c,2023,3247,1146,107409,-104162,False
a0ih,2023,3243,1147,107409,-104166,False
a0jw,2023,3237,1148,107409,-104172,False
b0m9,2023,3231,1149,107409,-104178,False
j540,2023,3227,1150,107409,-104182,False
tg46,2023,3212,1151,107409,-104197,False
wb23,2023,3185,1152,107409,-104224,False
s0wx,2023,3182,1153,107409,-104227,False
l0fv,2023,3171,1154,107409,-104238,False
d0dy,2023,3170,1155,107409,-104239,False
c0i0,2023,3169,1156,107409,-104240,False
va22,2023,3157,1157,107409,-104252,False
o0cy,2023,3150,1158,107409,-104259,False
bu04,2023,3137,1159,107409,-104272,False
cg85,2023,3120,1160,107409,-104289,False
b0ay,2023,3108,1161,107409,-104301,False
bc65,2023,3100,1162,107409,-104309,False
h0hx,2023,3095,1163,107409,-104314,False
s0ik,2023,3088,1164,107409,-104321,False
i0be,2023,3084,1165,107409,-104325,False
l0ip,2023,3081,1166,107409,-104328,False
mw37,2023,3060,1167,107409,-104349,False
m0rx,2023,3055,1168,107409,-104354,False
b0ci,2023,3052,1169,107409,-104357,False
s0a6,2023,3042,1170,107409,-104367,False
b0jl,2023,3032,1171,107409,-104377,False
c0ms,2023,3032,1171,107409,-104377,False
f0hb,2023,3031,1173,107409,-104378,False
g858,2023,3031,1173,107409,-104378,False
m0v5,2023,3029,1175,107409,-104380,False
dc25,2023,3018,1176,107409,-104391,False
o0bq,2023,3015,1177,107409,-104394,False
v0e3,2023,3015,1177,107409,-104394,False
cn05,2023,3006,1179,107409,-104403,False
m0re,2023,3006,1179,107409,-104403,False
va27,2023,3004,1181,107409,-104405,False
hb83,2023,3002,1182,107409,-104407,False
l0de,2023,2994,1183,107409,-104415,False
e0cl,2023,2978,1184,107409,-104431,False
m0ho,2023,2977,1185,107409,-104432,False
z0c5,2023,2970,1186,107409,-104439,False
g09r,2023,2958,1187,107409,-104451,False
p0im,2023,2958,1187,107409,-104451,False
s0ub,2023,2949,1189,107409,-104460,False
j0a6,2023,2939,1190,107409,-104470,False
s09y,2023,2936,1191,107409,-104473,False
r0fq,2023,2923,1192,107409,-104486,False
m09j,2023,2922,1193,107409,-104487,False
c0jt,2023,2910,1194,107409,-104499,False
d0hj,2023,2896,1195,107409,-104513,False
z09x,2023,2879,1196,107409,-104530,False
h0d1,2023,2877,1197,107409,-104532,False
f0bj,2023,2876,1198,107409,-104533,False
s0yi,2023,2876,1198,107409,-104533,False
w0an,2023,2874,1200,107409,-104535,False
g0k8,2023,2872,1201,107409,-104537,False
b0if,2023,2850,1202,107409,-104559,False
k0em,2023,2850,1202,107409,-104559,False
b0j8,2023,2838,1204,107409,-104571,False
cn80,2023,2836,1205,107409,-104573,False
d0hz,2023,2836,1205,107409,-104573,False
a0fr,2023,2832,1207,107409,-104577,False
s0u5,2023,2827,1208,107409,-104582,False
b0mi,2023,2822,1209,107409,-104587,False
r0j0,2023,2814,1210,107409,-104595,False
g0lp,2023,2807,1211,107409,-104602,False
d0c3,2023,2805,1212,107409,-104604,False
n0eg,2023,2805,1212,107409,-104604,False
c0lm,2023,2804,1214,107409,-104605,False
k0fw,2023,2800,1215,107409,-104609,False
g0bj,2023,2791,1216,107409,-104618,False
j0dg,2023,2786,1217,107409,-104623,False
k0j9,2023,2785,1218,107409,-104624,False
f0f0,2023,2784,1219,107409,-104625,False
lf40,2023,2778,1220,107409,-104631,False
d09v,2023,2774,1221,107409,-104635,False
b0mr,2023,2773,1222,107409,-104636,False
j0at,2023,2772,1223,107409,-104637,False
b0qd,2023,2754,1224,107409,-104655,False
b0p4,2023,2751,1225,107409,-104658,False
rd21,2023,2751,1225,107409,-104658,False
s0sm,2023,2746,1227,107409,-104663,False
dg67,2023,2738,1228,107409,-104671,False
h0ib,2023,2716,1229,107409,-104693,False
p0j3,2023,2710,1230,107409,-104699,False
v0dx,2023,2706,1231,107409,-104703,False
d0i0,2023,2689,1232,107409,-104720,False
so41,2023,2677,1233,107409,-104732,False
fb59,2023,2673,1234,107409,-104736,False
bu48,2023,2668,1235,107409,-104741,False
f0bp,2023,2667,1236,107409,-104742,False
j09f,2023,2666,1237,107409,-104743,False
r0d3,2023,2666,1237,107409,-104743,False
c0e6,2023,2661,1239,107409,-104748,False
r0hk,2023,2657,1240,107409,-104752,False
a0hp,2023,2651,1241,107409,-104758,False
m0j2,2023,2650,1242,107409,-104759,False
a0j5,2023,2646,1243,107409,-104763,False
a0d2,2023,2644,1244,107409,-104765,False
c0nn,2023,2644,1244,107409,-104765,False
o663,2023,2639,1246,107409,-104770,False
c0ju,2023,2626,1247,107409,-104783,False
b0i0,2023,2625,1248,107409,-104784,False
p0c1,2023,2624,1249,107409,-104785,False
mw62,2023,2618,1250,107409,-104791,False
s0tl,2023,2586,1251,107409,-104823,False
g0b1,2023,2584,1252,107409,-104825,False
c0l4,2023,2581,1253,107409,-104828,False
c0bq,2023,2575,1254,107409,-104834,False
j0ct,2023,2574,1255,107409,-104835,False
s0n4,2023,2574,1255,107409,-104835,False
h09w,2023,2573,1257,107409,-104836,False
f0af,2023,2571,1258,107409,-104838,False
f824,2023,2566,1259,107409,-104843,False
f0fl,2023,2558,1260,107409,-104851,False
h0gc,2023,2558,1260,107409,-104851,False
m0r8,2023,2556,1262,107409,-104853,False
b0dq,2023,2554,1263,107409,-104855,False
c0gu,2023,2541,1264,107409,-104868,False
j0af,2023,2538,1265,107409,-104871,False
z0ak,2023,2515,1266,107409,-104894,False
hh51,2023,2512,1267,107409,-104897,False
de12,2023,2508,1268,107409,-104901,False
f0c0,2023,2505,1269,107409,-104904,False
e0cf,2023,2502,1270,107409,-104907,False
m0e2,2023,2486,1271,107409,-104923,False
a09q,2023,2482,1272,107409,-104927,False
cc98,2023,2481,1273,107409,-104928,False
g0ei,2023,2478,1274,107409,-104931,False
a0c5,2023,2476,1275,107409,-104933,False
cn07,2023,2474,1276,107409,-104935,False
n824,2023,2474,1276,107409,-104935,False
p0ck,2023,2472,1278,107409,-104937,False
z0b7,2023,2472,1278,107409,-104937,False
o411,2023,2471,1280,107409,-104938,False
w0di,2023,2470,1281,107409,-104939,False
rh87,2023,2466,1282,107409,-104943,False
d0hi,2023,2464,1283,107409,-104945,False
k771,2023,2462,1284,107409,-104947,False
bu78,2023,2460,1286,107409,-104949,False
kd14,2023,2460,1286,107409,-104949,False
v0gb,2023,2460,1286,107409,-104949,False
m0to,2023,2458,1288,107409,-104951,False
sk03,2023,2458,1288,107409,-104951,False
c0p0,2023,2456,1290,107409,-104953,False
cn64,2023,2456,1290,107409,-104953,False
b0ea,2023,2454,1292,107409,-104955,False
d0a3,2023,2454,1292,107409,-104955,False
h0hs,2023,2451,1294,107409,-104958,False
sj67,2023,2442,1295,107409,-104967,False
k0jc,2023,2438,1296,107409,-104971,False
rb00,2023,2432,1297,107409,-104977,False
l0dk,2023,2420,1298,107409,-104989,False
lc58,2023,2420,1298,107409,-104989,False
va67,2023,2416,1300,107409,-104993,False
s0jf,2023,2414,1301,107409,-104995,False
z239,2023,2414,1301,107409,-104995,False
j0d5,2023,2408,1303,107409,-105001,False
r0io,2023,2408,1303,107409,-105001,False
c0ko,2023,2406,1305,107409,-105003,False
f0c2,2023,2404,1306,107409,-105005,False
s0mc,2023,2402,1307,107409,-105007,False
l0af,2023,2396,1308,107409,-105013,False
o09n,2023,2396,1308,107409,-105013,False
mw69,2023,2390,1310,107409,-105019,False
p0mg,2023,2380,1311,107409,-105029,False
w0br,2023,2379,1312,107409,-105030,False
w0ba,2023,2378,1313,107409,-105031,False
e0dd,2023,2377,1314,107409,-105032,False
g0lg,2023,2366,1315,107409,-105043,False
wb15,2023,2366,1315,107409,-105043,False
k0hs,2023,2355,1317,107409,-105054,False
kg28,2023,2354,1318,107409,-105055,False
b0lx,2023,2350,1319,107409,-105059,False
j0cl,2023,2348,1320,107409,-105061,False
a0dv,2023,2346,1321,107409,-105063,False
r0kd,2023,2346,1321,107409,-105063,False
d0jw,2023,2343,1323,107409,-105066,False
v0fl,2023,2342,1324,107409,-105067,False
b0b8,2023,2338,1325,107409,-105071,False
g0jj,2023,2333,1326,107409,-105076,False
n0d7,2023,2325,1327,107409,-105084,False
c0h9,2023,2320,1328,107409,-105089,False
o0cj,2023,2316,1329,107409,-105093,False
c0ke,2023,2312,1330,107409,-105097,False
i0b1,2023,2312,1330,107409,-105097,False
d0ip,2023,2310,1332,107409,-105099,False
tc95,2023,2310,1332,107409,-105099,False
bm45,2023,2302,1334,107409,-105107,False
b0ov,2023,2271,1335,107409,-105138,False
gc99,2023,2271,1335,107409,-105138,False
i426,2023,2267,1337,107409,-105142,False
m815,2023,2255,1338,107409,-105154,False
p0lz,2023,2253,1339,107409,-105156,False
b0me,2023,2248,1340,107409,-105161,False
l0jo,2023,2248,1340,107409,-105161,False
l0hq,2023,2242,1342,107409,-105167,False
c0hf,2023,2236,1343,107409,-105173,False
b0p1,2023,2234,1344,107409,-105175,False
i09e,2023,2230,1345,107409,-105179,False
r0jw,2023,2224,1346,107409,-105185,False
b0t2,2023,2222,1347,107409,-105187,False
t0bz,2023,2214,1348,107409,-105195,False
fa69,2023,2212,1349,107409,-105197,False
m0i0,2023,2212,1349,107409,-105197,False
fc25,2023,2210,1351,107409,-105199,False
c0hh,2023,2208,1352,107409,-105201,False
m0nf,2023,2198,1353,107409,-105211,False
o0ax,2023,2196,1354,107409,-105213,False
l0g4,2023,2194,1355,107409,-105215,False
i0a5,2023,2193,1356,107409,-105216,False
d0k3,2023,2191,1357,107409,-105218,False
m0ig,2023,2185,1358,107409,-105224,False
s0s2,2023,2170,1359,107409,-105239,False
v846,2023,2159,1360,107409,-105250,False
s0ur,2023,2157,1361,107409,-105252,False
k0m7,2023,2155,1363,107409,-105254,False
kb14,2023,2155,1363,107409,-105254,False
m0f1,2023,2155,1363,107409,-105254,False
r0km,2023,2155,1363,107409,-105254,False
s0um,2023,2152,1366,107409,-105257,False
d0k4,2023,2149,1367,107409,-105260,False
sx96,2023,2146,1368,107409,-105263,False
fc50,2023,2136,1369,107409,-105273,False
s0im,2023,2128,1370,107409,-105281,False
v0eq,2023,2128,1370,107409,-105281,False
s0vo,2023,2114,1372,107409,-105295,False
j0bq,2023,2110,1373,107409,-105299,False
va31,2023,2106,1374,107409,-105303,False
r0ev,2023,2102,1375,107409,-105307,False
m0n2,2023,2095,1376,107409,-105314,False
a0hm,2023,2094,1377,107409,-105315,False
c0ni,2023,2094,1377,107409,-105315,False
p0kp,2023,2093,1379,107409,-105316,False
s0uu,2023,2092,1380,107409,-105317,False
q02o,2023,2070,1381,107409,-105339,False
w723,2023,2065,1382,107409,-105344,False
n0al,2023,2064,1383,107409,-105345,False
g0jc,2023,2060,1384,107409,-105349,False
t0hb,2023,2057,1385,107409,-105352,False
p0d4,2023,2048,1386,107409,-105361,False
j0dj,2023,2040,1387,107409,-105369,False
b0mp,2023,2039,1388,107409,-105370,False
s0gm,2023,2036,1389,107409,-105373,False
c0lk,2023,2035,1390,107409,-105374,False
sy76,2023,2026,1391,107409,-105383,False
d0d9,2023,2025,1392,107409,-105384,False
d0in,2023,2025,1392,107409,-105384,False
dd67,2023,2017,1394,107409,-105392,False
m0ow,2023,2016,1395,107409,-105393,False
m0jx,2023,2002,1396,107409,-105407,False
p0fr,2023,1996,1397,107409,-105413,False
g0mh,2023,1995,1398,107409,-105414,False
n0b3,2023,1978,1399,107409,-105431,False
t0fh,2023,1977,1400,107409,-105432,False
h0cu,2023,1964,1401,107409,-105445,False
c0h4,2023,1958,1402,107409,-105451,False
c0fz,2023,1956,1403,107409,-105453,False
ke42,2023,1955,1404,107409,-105454,False
m0bk,2023,1954,1405,107409,-105455,False
g0gk,2023,1952,1406,107409,-105457,False
h0cp,2023,1950,1407,107409,-105459,False
b0pk,2023,1945,1408,107409,-105464,False
g0i4,2023,1943,1409,107409,-105466,False
w0ed,2023,1942,1410,107409,-105467,False
tf57,2023,1941,1411,107409,-105468,False
n0f3,2023,1938,1412,107409,-105471,False
rh45,2023,1938,1412,107409,-105471,False
y0a9,2023,1932,1414,107409,-105477,False
s0lv,2023,1926,1415,107409,-105483,False
m0e9,2023,1922,1416,107409,-105487,False
r0jo,2023,1922,1416,107409,-105487,False
c0ng,2023,1920,1418,107409,-105489,False
s0to,2023,1916,1419,107409,-105493,False
dc99,2023,1915,1420,107409,-105494,False
k0lg,2023,1914,1421,107409,-105495,False
v09o,2023,1914,1421,107409,-105495,False
n0ag,2023,1909,1423,107409,-105500,False
a0i0,2023,1905,1424,107409,-105504,False
g0la,2023,1894,1425,107409,-105515,False
i0b6,2023,1892,1426,107409,-105517,False
k0jy,2023,1890,1427,107409,-105519,False
a714,2023,1886,1428,107409,-105523,False
kd02,2023,1886,1428,107409,-105523,False
c0pk,2023,1884,1430,107409,-105525,False
f0hi,2023,1881,1431,107409,-105528,False
h928,2023,1880,1432,107409,-105529,False
v0gi,2023,1880,1432,107409,-105529,False
ta66,2023,1877,1434,107409,-105532,False
ag64,2023,1870,1435,107409,-105539,False
bk09,2023,1869,1436,107409,-105540,False
g0k1,2023,1868,1438,107409,-105541,False
l0k7,2023,1868,1438,107409,-105541,False
v0cg,2023,1868,1438,107409,-105541,False
k0a5,2023,1860,1440,107409,-105549,False
s0i6,2023,1851,1441,107409,-105558,False
d0fb,2023,1848,1442,107409,-105561,False
a0hk,2023,1847,1443,107409,-105562,False
i09u,2023,1841,1444,107409,-105568,False
a0i6,2023,1840,1445,107409,-105569,False
m0gx,2023,1838,1446,107409,-105571,False
mn49,2023,1836,1447,107409,-105573,False
t0by,2023,1832,1448,107409,-105577,False
c0ml,2023,1830,1449,107409,-105579,False
p0ln,2023,1826,1450,107409,-105583,False
o0ca,2023,1824,1451,107409,-105585,False
f0e3,2023,1820,1452,107409,-105589,False
s0r7,2023,1818,1453,107409,-105591,False
z0cv,2023,1818,1453,107409,-105591,False
b0h9,2023,1816,1456,107409,-105593,False
k0i2,2023,1816,1456,107409,-105593,False
td49,2023,1816,1456,107409,-105593,False
n0dr,2023,1808,1458,107409,-105601,False
i0bn,2023,1806,1459,107409,-105603,False
m09x,2023,1806,1459,107409,-105603,False
a0kh,2023,1802,1462,107409,-105607,False
k0ha,2023,1802,1462,107409,-105607,False
z0aj,2023,1802,1462,107409,-105607,False
b0qb,2023,1800,1464,107409,-105609,False
c0c9,2023,1794,1465,107409,-105615,False
ca33,2023,1790,1466,107409,-105619,False
t0e0,2023,1790,1466,107409,-105619,False
m0ce,2023,1788,1468,107409,-105621,False
bc76,2023,1787,1469,107409,-105622,False
r0ir,2023,1783,1470,107409,-105626,False
l0k1,2023,1782,1471,107409,-105627,False
d0fy,2023,1778,1473,107409,-105631,False
m0hy,2023,1778,1473,107409,-105631,False
w0de,2023,1778,1473,107409,-105631,False
e09h,2023,1777,1475,107409,-105632,False
cm88,2023,1776,1476,107409,-105633,False
v0dh,2023,1775,1477,107409,-105634,False
u09t,2023,1770,1478,107409,-105639,False
s0s9,2023,1766,1479,107409,-105643,False
b0ls,2023,1764,1480,107409,-105645,False
r0jh,2023,1764,1480,107409,-105645,False
k0hu,2023,1758,1482,107409,-105651,False
ml48,2023,1758,1482,107409,-105651,False
s0so,2023,1753,1484,107409,-105656,False
m0nz,2023,1741,1485,107409,-105668,False
rh48,2023,1730,1486,107409,-105679,False
s0w8,2023,1730,1486,107409,-105679,False
kf15,2023,1726,1488,107409,-105683,False
sy73,2023,1724,1489,107409,-105685,False
p0me,2023,1723,1490,107409,-105686,False
a943,2023,1716,1491,107409,-105693,False
c09y,2023,1715,1492,107409,-105694,False
e0d4,2023,1712,1493,107409,-105697,False
m0qv,2023,1706,1494,107409,-105703,False
c0aw,2023,1700,1495,107409,-105709,False
h0ce,2023,1692,1496,107409,-105717,False
d0kf,2023,1680,1497,107409,-105729,False
wa96,2023,1678,1498,107409,-105731,False
k0l1,2023,1675,1499,107409,-105734,False
hh23,2023,1674,1500,107409,-105735,False
r0gp,2023,1674,1500,107409,-105735,False
m0se,2023,1671,1502,107409,-105738,False
sk53,2023,1666,1503,107409,-105743,False
m0no,2023,1664,1504,107409,-105745,False
ea34,2023,1662,1505,107409,-105747,False
m0hq,2023,1658,1506,107409,-105751,False
v948,2023,1654,1507,107409,-105755,False
b0pw,2023,1652,1508,107409,-105757,False
r960,2023,1652,1508,107409,-105757,False
k0hm,2023,1648,1510,107409,-105761,False
c0e0,2023,1645,1511,107409,-105764,False
s0tb,2023,1635,1512,107409,-105774,False
f0dz,2023,1632,1513,107409,-105777,False
l0dg,2023,1632,1513,107409,-105777,False
l0jc,2023,1628,1515,107409,-105781,False
q02d,2023,1624,1516,107409,-105785,False
v505,2023,1622,1517,107409,-105787,False
d0hs,2023,1615,1518,107409,-105794,False
d0b1,2023,1610,1519,107409,-105799,False
m0j6,2023,1610,1519,107409,-105799,False
s0y3,2023,1608,1521,107409,-105801,False
s0yn,2023,1608,1521,107409,-105801,False
k0he,2023,1606,1523,107409,-105803,False
b0tl,2023,1601,1524,107409,-105808,False
p0ge,2023,1599,1525,107409,-105810,False
s0w4,2023,1596,1526,107409,-105813,False
s0ki,2023,1588,1527,107409,-105821,False
l0ev,2023,1584,1528,107409,-105825,False
b0nu,2023,1577,1529,107409,-105832,False
bk69,2023,1566,1530,107409,-105843,False
g0mq,2023,1566,1530,107409,-105843,False
da85,2023,1565,1533,107409,-105844,False
g0d4,2023,1565,1533,107409,-105844,False
q953,2023,1565,1533,107409,-105844,False
mw30,2023,1560,1535,107409,-105849,False
v0gs,2023,1560,1535,107409,-105849,False
w719,2023,1558,1537,107409,-105851,False
t0b0,2023,1556,1538,107409,-105853,False
g0en,2023,1550,1539,107409,-105859,False
h0e7,2023,1546,1540,107409,-105863,False
h0i0,2023,1544,1541,107409,-105865,False
h999,2023,1544,1541,107409,-105865,False
m0qt,2023,1541,1543,107409,-105868,False
s0s5,2023,1540,1544,107409,-105869,False
l0jv,2023,1536,1545,107409,-105873,False
s0m1,2023,1536,1545,107409,-105873,False
d0eg,2023,1522,1547,107409,-105887,False
q025,2023,1522,1547,107409,-105887,False
d0hn,2023,1520,1549,107409,-105889,False
f0fb,2023,1520,1549,107409,-105889,False
s0no,2023,1512,1551,107409,-105897,False
p0id,2023,1508,1552,107409,-105901,False
k0ez,2023,1506,1553,107409,-105903,False
k0bd,2023,1503,1554,107409,-105906,False
o0ci,2023,1503,1554,107409,-105906,False
b0s5,2023,1496,1556,107409,-105913,False
p0gd,2023,1494,1557,107409,-105915,False
d0cq,2023,1485,1558,107409,-105924,False
k0i7,2023,1484,1559,107409,-105925,False
mr77,2023,1480,1560,107409,-105929,False
s0y7,2023,1476,1561,107409,-105933,False
e09u,2023,1475,1562,107409,-105934,False
w0bu,2023,1474,1563,107409,-105935,False
g681,2023,1466,1564,107409,-105943,False
s0i2,2023,1462,1565,107409,-105947,False
y0al,2023,1456,1566,107409,-105953,False
e0ca,2023,1452,1568,107409,-105957,False
g0gt,2023,1452,1568,107409,-105957,False
n0ct,2023,1452,1568,107409,-105957,False
c0pc,2023,1449,1570,107409,-105960,False
r0ku,2023,1446,1571,107409,-105963,False
m0da,2023,1445,1572,107409,-105964,False
mp95,2023,1434,1573,107409,-105975,False
g0k0,2023,1430,1574,107409,-105979,False
p0bm,2023,1427,1575,107409,-105982,False
k0cv,2023,1426,1576,107409,-105983,False
k0bi,2023,1424,1577,107409,-105985,False
t0ei,2023,1424,1577,107409,-105985,False
k0c5,2023,1422,1579,107409,-105987,False
cf07,2023,1420,1580,107409,-105989,False
h0bk,2023,1419,1581,107409,-105990,False
j0cn,2023,1418,1582,107409,-105991,False
k0jw,2023,1418,1582,107409,-105991,False
m0s4,2023,1416,1584,107409,-105993,False
v0e0,2023,1416,1584,107409,-105993,False
t0ge,2023,1404,1586,107409,-106005,False
i0b3,2023,1402,1587,107409,-106007,False
d0lb,2023,1400,1588,107409,-106009,False
p0dh,2023,1380,1589,107409,-106029,False
g0fh,2023,1379,1590,107409,-106030,False
p0mo,2023,1378,1591,107409,-106031,False
j0e3,2023,1374,1592,107409,-106035,False
p0ks,2023,1374,1592,107409,-106035,False
i371,2023,1373,1594,107409,-106036,False
gj90,2023,1372,1595,107409,-106037,False
j0ai,2023,1372,1595,107409,-106037,False
c0g9,2023,1365,1597,107409,-106044,False
d0ic,2023,1364,1599,107409,-106045,False
h0ds,2023,1364,1599,107409,-106045,False
l0ch,2023,1364,1599,107409,-106045,False
v502,2023,1364,1599,107409,-106045,False
t0fn,2023,1354,1602,107409,-106055,False
g0ku,2023,1352,1604,107409,-106057,False
s0ny,2023,1352,1604,107409,-106057,False
v0gg,2023,1352,1604,107409,-106057,False
e678,2023,1351,1606,107409,-106058,False
k0k4,2023,1350,1607,107409,-106059,False
x01e,2023,1350,1607,107409,-106059,False
d0dk,2023,1331,1609,107409,-106078,False
z0c7,2023,1326,1610,107409,-106083,False
k0ge,2023,1316,1611,107409,-106093,False
bh21,2023,1314,1612,107409,-106095,False
sq27,2023,1314,1612,107409,-106095,False
k0hp,2023,1312,1614,107409,-106097,False
v0d1,2023,1312,1614,107409,-106097,False
v426,2023,1302,1616,107409,-106107,False
m0b9,2023,1300,1617,107409,-106109,False
o522,2023,1300,1617,107409,-106109,False
b0bz,2023,1298,1619,107409,-106111,False
p0mf,2023,1298,1619,107409,-106111,False
b0p7,2023,1297,1621,107409,-106112,False
f0gs,2023,1296,1622,107409,-106113,False
b0lt,2023,1290,1623,107409,-106119,False
b0ln,2023,1276,1624,107409,-106133,False
bm09,2023,1276,1624,107409,-106133,False
so25,2023,1273,1626,107409,-106136,False
s0de,2023,1272,1627,107409,-106137,False
e0bg,2023,1271,1628,107409,-106138,False
r0ac,2023,1270,1629,107409,-106139,False
f0gd,2023,1263,1630,107409,-106146,False
b0jf,2023,1262,1633,107409,-106147,False
c0dv,2023,1262,1633,107409,-106147,False
f0f9,2023,1262,1633,107409,-106147,False
m0n5,2023,1262,1633,107409,-106147,False
y09e,2023,1262,1633,107409,-106147,False
p0lq,2023,1260,1636,107409,-106149,False
td17,2023,1260,1636,107409,-106149,False
p0m3,2023,1259,1638,107409,-106150,False
n561,2023,1258,1639,107409,-106151,False
y0b2,2023,1250,1640,107409,-106159,False
q027,2023,1248,1641,107409,-106161,False
b0mv,2023,1246,1643,107409,-106163,False
m0qy,2023,1246,1643,107409,-106163,False
t0en,2023,1246,1643,107409,-106163,False
s0jx,2023,1242,1645,107409,-106167,False
l0fx,2023,1238,1646,107409,-106171,False
a0f9,2023,1233,1647,107409,-106176,False
s0dh,2023,1222,1648,107409,-106187,False
bl61,2023,1220,1649,107409,-106189,False
pi06,2023,1218,1650,107409,-106191,False
b0oy,2023,1210,1654,107409,-106199,False
c0q4,2023,1210,1654,107409,-106199,False
lh92,2023,1210,1654,107409,-106199,False
ml59,2023,1210,1654,107409,-106199,False
s0gg,2023,1210,1654,107409,-106199,False
s0o5,2023,1210,1654,107409,-106199,False
v0b5,2023,1210,1654,107409,-106199,False
m0rg,2023,1208,1658,107409,-106201,False
r0bn,2023,1208,1658,107409,-106201,False
gf96,2023,1202,1660,107409,-106207,False
u131,2023,1201,1661,107409,-106208,False
c0ka,2023,1196,1662,107409,-106213,False
l0ig,2023,1194,1663,107409,-106215,False
s0f2,2023,1194,1663,107409,-106215,False
p0ip,2023,1192,1665,107409,-106217,False
da67,2023,1185,1666,107409,-106224,False
o0c7,2023,1178,1667,107409,-106231,False
fb18,2023,1172,1669,107409,-106237,False
l0cs,2023,1172,1669,107409,-106237,False
m0v7,2023,1172,1669,107409,-106237,False
w0e5,2023,1172,1669,107409,-106237,False
m0o2,2023,1167,1672,107409,-106242,False
z0d1,2023,1164,1673,107409,-106245,False
k0dv,2023,1160,1674,107409,-106249,False
s0tw,2023,1160,1674,107409,-106249,False
r0dp,2023,1159,1676,107409,-106250,False
l0gj,2023,1156,1677,107409,-106253,False
x01d,2023,1150,1678,107409,-106259,False
p0ie,2023,1146,1679,107409,-106263,False
r0gv,2023,1146,1679,107409,-106263,False
m0o0,2023,1144,1682,107409,-106265,False
n0e5,2023,1144,1682,107409,-106265,False
s0sn,2023,1144,1682,107409,-106265,False
b0m5,2023,1142,1685,107409,-106267,False
b0qw,2023,1142,1685,107409,-106267,False
p0jk,2023,1142,1685,107409,-106267,False
v0et,2023,1142,1685,107409,-106267,False
b0m1,2023,1140,1688,107409,-106269,False
kd70,2023,1140,1688,107409,-106269,False
s0h1,2023,1134,1690,107409,-106275,False
b0p5,2023,1128,1691,107409,-106281,False
s0ze,2023,1128,1691,107409,-106281,False
l0ai,2023,1122,1693,107409,-106287,False
r0hd,2023,1121,1694,107409,-106288,False
b0oq,2023,1120,1695,107409,-106289,False
c0ll,2023,1114,1696,107409,-106295,False
n0ax,2023,1114,1696,107409,-106295,False
gd91,2023,1113,1698,107409,-106296,False
d0ku,2023,1112,1699,107409,-106297,False
m0um,2023,1111,1700,107409,-106298,False
n0aj,2023,1106,1702,107409,-106303,False
o636,2023,1106,1702,107409,-106303,False
t0if,2023,1106,1702,107409,-106303,False
z0az,2023,1106,1702,107409,-106303,False
b0ne,2023,1104,1707,107409,-106305,False
b0oi,2023,1104,1707,107409,-106305,False
g0bh,2023,1104,1707,107409,-106305,False
h0jb,2023,1104,1707,107409,-106305,False
i09i,2023,1104,1707,107409,-106305,False
p0ku,2023,1104,1707,107409,-106305,False
rh73,2023,1097,1711,107409,-106312,False
w0ak,2023,1095,1712,107409,-106314,False
c0l6,2023,1092,1713,107409,-106317,False
n0dd,2023,1092,1713,107409,-106317,False
g0b7,2023,1090,1716,107409,-106319,False
h09y,2023,1090,1716,107409,-106319,False
l0cu,2023,1090,1716,107409,-106319,False
a0l1,2023,1088,1718,107409,-106321,False
b0qe,2023,1082,1719,107409,-106327,False
i0ar,2023,1079,1720,107409,-106330,False
mg08,2023,1071,1721,107409,-106338,False
h0dk,2023,1065,1722,107409,-106344,False
o0bc,2023,1064,1723,107409,-106345,False
ml82,2023,1060,1724,107409,-106349,False
g0mb,2023,1043,1725,107409,-106366,False
m0cj,2023,1042,1726,107409,-106367,False
r0fm,2023,1041,1727,107409,-106368,False
a0c4,2023,1040,1730,107409,-106369,False
b0su,2023,1040,1730,107409,-106369,False
g0iq,2023,1040,1730,107409,-106369,False
k0km,2023,1040,1730,107409,-106369,False
p0c2,2023,1040,1730,107409,-106369,False
s0rb,2023,1040,1730,107409,-106369,False
f0dw,2023,1038,1735,107409,-106371,False
k907,2023,1038,1735,107409,-106371,False
p0mn,2023,1038,1735,107409,-106371,False
j0b6,2023,1035,1737,107409,-106374,False
r0he,2023,1031,1738,107409,-106378,False
m09u,2023,1027,1739,107409,-106382,False
da44,2023,1025,1740,107409,-106384,False
p0fu,2023,1020,1741,107409,-106389,False
b0ms,2023,1016,1743,107409,-106393,False
g0h0,2023,1016,1743,107409,-106393,False
k0ci,2023,1016,1743,107409,-106393,False
c0l9,2023,1010,1745,107409,-106399,False
j0c2,2023,1010,1745,107409,-106399,False
m0n4,2023,1008,1748,107409,-106401,False
s0jk,2023,1008,1748,107409,-106401,False
s0nt,2023,1008,1748,107409,-106401,False
b0al,2023,1002,1752,107409,-106407,False
b0of,2023,1002,1752,107409,-106407,False
